0,1
可以补缴吗,ask_can_topup
5000基数能贷到上限吗,daikuan
就贷款,daikuan
公积金可以贷款,daikuan
公积金贷款额度,daikuan
贷款是连续6个月就好对吧,daikuan
贷款方便,daikuan
贷款,daikuan
不影响贷款吧,daikuan
公积金贷款,daikuan
我这边要调整公积金基数,ask_amt_gongjijin
这里可以落户吗,luohu
应届毕业生落户是怎么办理的,luohu
想落户苏州,luohu
我是应届生落户,luohu
为了落户苏州,luohu
太仓落户,luohu
你们可以办理落户吗,luohu
能办理积分落户吗,luohu
落户上海需要什么材料,luohu
落户,luohu
留学生落户怎么个流程,luohu
可以苏州落户吗,luohu
可以办留学生落户吗,luohu
可以办理落户吗,luohu
想直接在苏州开户,luohu
我就是为了苏州落户,luohu
落户办理吗,luohu
想落户,luohu
能办理落户嘛,luohu
我想给我妈交税,pay_shui
我想补个税,pay_shui
请问可以补个税吗,pay_shui
可以光交税么,pay_shui
会代缴税吗,pay_shui
补个税怎么收费,pay_shui
我想交税可以吗,pay_shui
这里可以交税嘛,pay_shui
可以补税吗,pay_shui
可以补税不,pay_shui
最低的额度，是多少,purchase
只有这一两个月代缴有影响吗,purchase
只能一起交吗,purchase
只买社保,purchase
只交社保可以吧,purchase
只交社保,purchase
只交公积金,purchase
怎么缴纳社保的,purchase
在苏州还可以交社保吗,purchase
园区的可以交吗,purchase
有闲林这边的社保吗,purchase
有闲林的吗,purchase
要交社保可以吗,purchase
要交社保,purchase
要交上海社保可以吗,purchase
要交上海社保,purchase
要交杭州社保可以吗,purchase
要交杭州社保,purchase
要交广州社保可以吗,purchase
要交广州社保,purchase
要交成都社保可以吗,purchase
要交成都社保,purchase
要交北京社保可以吗,purchase
要交北京社保,purchase
要付社保,purchase
需要缴纳社保,purchase
需要缴纳,purchase
需要交社保,purchase
需要付社保,purchase
需要代缴从5月开始两三个月,purchase
需要代缴,purchase
想在广州教社保,purchase
想在广州交社保,purchase
想问下上海社保的情况,purchase
想问下杭州社保的情况,purchase
想问下从你们这边办社保公积金是怎么弄的,purchase
相城区可以交的吗,purchase
相城区的可以交吗,purchase
现在想交,purchase
五险一金都可以缴纳是吗,purchase
五险一金,purchase
我准备在单位离职中间有大概两个月不交社保这里可以代缴吗,purchase
我只缴公积金,purchase
我在上海能代缴吗,purchase
我要怎么缴5月份的社保呢,purchase
我要缴纳社保,purchase
我要交杭州社保,purchase
我要付社保,purchase
我需要交公积金,purchase
我想问这边可以办理单位接收代缴社保吗,purchase
我想问下这个广州社保的生育报销是什么代缴的社保也能享受吗,purchase
我想问问我在北京交社保,purchase
我想缴社保,purchase
我现在想缴纳4月的,purchase
我问一下在你们这边代缴公积金后面想办公积金贷款的话怎么操作呢,purchase
我是要申请贷款但是公司交付到4月5月20号左右就退出了需要代缴5月的公积金不能断,purchase
维洛代缴的,purchase
苏州市的五险一金公司的可以代缴吗,purchase
苏州的可以代缴吗,purchase
是不是需要代缴,purchase
是按照哪个标准来缴纳的啊,purchase
社保怎么缴纳,purchase
社保一共交满几年,purchase
社保可以交吗,purchase
社保就行,purchase
社保缴纳,purchase
社保和公积金这个月能代缴的吧,purchase
社保还是不可以交吗,purchase
社保公积金呢,purchase
社保公积金,purchase
社保单位有交,purchase
社保代缴吗,purchase
社保不想断可以在你这里交吗,purchase
社保+公积金,purchase
社保,purchase
上海生育保险要缴纳多久,purchase
上海社保可以交吗,purchase
上海社保公积金代缴怎么办理收费,purchase
上海社保,purchase
请问可以开吗,purchase
请问可以挂公司代缴吗,purchase
请问可以代缴上海社保吗,purchase
请问可以帮忙交社保公积金把广州的,purchase
请问杭州公积金代缴是吧,purchase
请问代缴社保的小程序里入职时间怎么填,purchase
您好我这个月离职下个月才能在新的公司上班这个月的五险一金能不能帮我代缴避免社保中断影响买房呢,purchase
您好我这边在办离职手续HR那边需要我填一个公积金的处理方式如果我后续准备在你们这边办理代缴的话是选封存吗,purchase
您好我想咨询一下上海代缴五险一金,purchase
您好我想咨询一下代缴五险一金,purchase
你这可以代缴杭州五险一金是吗,purchase
你们是以什么单位代缴的,purchase
你可以帮忙代交社保是吗,purchase
你好我想代缴社保成都,purchase
你好请问如果选择你们代缴上海社保你们是以哪家公司名义缴纳,purchase
你好可以代缴杭州西湖区的吗,purchase
那要怎么交,purchase
那我需要交社保,purchase
那就单纯社保吧,purchase
老板能代缴湖南省直社保吗,purchase
可以单独缴纳社保吗,purchase
可以只交社保吗,purchase
可以交社保不,purchase
可以代缴昆山社保吗,purchase
交社保主要为了以后娃娃读书可以吧,purchase
交社保可以吗,purchase
交社保,purchase
交上海社保可以吗,purchase
交上海社保,purchase
交杭州社保可以吗,purchase
交杭州社保,purchase
交广州社保可以吗,purchase
交广州社保,purchase
交工资加社保,purchase
交成都社保可以吗,purchase
交成都社保,purchase
交北京社保可以吗,purchase
交北京社保,purchase
杭州社保可以交吗,purchase
杭州5月份社保能代缴吗,purchase
广州社保可以交吗,purchase
光缴纳公积金可以吗,purchase
光交公积金,purchase
公积金也能交吗,purchase
公积金交吗,purchase
代缴是怎么代缴的,purchase
代缴社保,purchase
代缴期间我能用医保卡买药吗,purchase
代缴包括公司部分和个人部分吗,purchase
代缴,purchase
成都社保可以交吗,purchase
长沙社保怎么交的,purchase
北京社保可以交吗,purchase
按最低交,purchase
按最低的交,purchase
按最低的,purchase
5月社保和公积金,purchase
5月份社保公积金,purchase
5月份社保,purchase
4月份的要开始买,purchase
4月的公司会帮忙缴纳五月份的找你们代缴的,purchase
你好，我这边是杭州的，想问下从你们这边办社保公积金是怎么弄的,purchase
上海社保公积金代缴怎么办理收费,purchase
你这可以代缴杭州五险一金是吗,purchase
苏州市区社保,purchase
那残章金呢,query_canzhangjin
残章金,query_canzhangjin
残章金是怎么算,query_canzhangjin
没了,deny
没有了,deny
不要,deny
